object_label,context,utterance,filename,topic,object_id,ref_type,plurality,recording_id,segment_id
this new couch,The new couch sits diagonally in the room.,"big, small plants. It's quite like It looks like a baby, but it will grow bigger, I think. Mhm. But it does look a bit like a baby, but it's still big, like it's so thin in a way. Yeah, and I think, and I bought this new couch.",hsi_4_0717_210_001_21_000_color.png,Sofa_b5cc7b35,Sofa_b5cc7b35,exact,single,hsi_4_0717_210_001,21
these plants,These plants hang by the window.,"hanging gardens of Babylon., I would like to have more of course But I think in time They will hang down like a waterfall of green leaves. That's my intention anyway because I'm, I'm really into, uh, plants. What's nice with these plants too, like the, that's called the tongue of mother-in-law, the one by the window in Swedish.",hsi_5_0718_210_001_8_000_color.png,HousePlant_2924821c,HousePlant_2924821c,exact,single,hsi_5_0718_210_001,8
desk,The desk sits in the bedroom facing the picture.,"Ah no, it's because uh before you came, uh I was just checking on some files that I got. So, ah but it was just because of that. No, no, no, I don't store it here. I normally would put it on the desk.",hsi_7_0719_209_001_53_001_color.png,Laptop_c535f2bc,Desk_204_1,exact,single,hsi_7_0719_209_001,53
the fireplace,The dark painting hangs above the fireplace.,"Do do you have a favorite of these ones? Yeah, me too, because it's, eh so if if you could have that, bi- be- be- eh that one, the dark one, if you put that above the fireplace, and then you have the sofa over there, so you can sit and and watch this beautiful eh scenery you have outside.",hsi_5_0718_209_003_28_003_color.png,painting,fireplace,exact,single,hsi_5_0718_209_003,28
the sofa,The sofa sits in the room.,"suggest is, uh what I think we should look at the room as a canvas. So what I suggest that we do is to, before we start thinking of what you want, we have to take everything out. Everything, actually, even the sofa.",hsi_5_0718_210_003_5_000_color.png,Sofa_b5cc7b35,Sofa_b5cc7b35,exact,single,hsi_5_0718_210_003,5
an antique carpet,The antique carpet lies in the center of the living room.,"Eh Where do they come from? Yeah, but what This is an antique carpet.",hsi_5_0718_222_003_12_000_color.png,Rug,Rug,exact,single,hsi_5_0718_222_003,12
that table,The side table with a box is not functional.,"there, uh that would be nice. Or you could have two of them. Maybe you could move that one here. But you should change the color, of course. And maybe this one, you can just put it somewhere else, or maybe put it there as well. And uh you can have a like a reading area, and then you have the TV area. I think that that can also work. But maybe that table there, the one with box, I think uh that is not really functional.",hsi_7_0719_222_004_17_000_color.png,side table,SideTable_e3936eb3,exact,single,hsi_7_0719_222_004,17
the couch,The couch is positioned for working with a laptop.,"Your laptop, I mean, if you're if you're actually working ah in the couch, then maybe you can ah get one of those tables that you can flip and and take back. Like ah, y- y- you lift them, and then you put... put them closer to to the couch, and then you can work there.",hsi_7_0719_209_003_28_000_color.png,cLaptop_c535f2bc,Sofa_dcb895fb,exact,single,hsi_7_0719_209_003,28
the window,The window frames the room with an Asian-inspired design.,"little bit Asian style. So as you can see, all the furniture is really, really short. So the idea, is, to have some old seat of course, but eh to be, you know in this eh, I mean Japanese culture and everything, that ah that everything is really low you know and you you you are, eating almost on the floor. So I was really designing this whole place with that idea. I think it's really trending now, and I really like it and I think the the window and everything gives really that vibe.",hsi_7_0719_227_002_4_001_color.png,furniture,Windows,exact,single,hsi_7_0719_227_002,4
a cheetah,The cheetah sits atop the bookcase.,"it's hard to have a favorite of the vases because, uh,  as you see there are two pairs that that are similar but the colors vary and and there's a little bowl there with a lid on it, uh, I think that one is the most that little one is the most precious to me Yes it is and it's made of a material, uh, that is recycled from, uh, corn, uhm so it's not the material isn't worth anything but, uh, the, the artist it's just worth something because the artist made it otherwise the material is just you, you, costs two kronors or something and then of course it's the tiger up there no it's a cheetah, ah, yes it's a cheetah and, uh, that one is from, uh, india and, uh, it's really",hsi_5_0718_211_002_61_001_color.png,BookCase_a34d9887,Statue_f6df1c73,exact,single,hsi_5_0718_211_002,61
Persian,The Persian rug lies on the floor.,What kind of rug is this? Persian.,hsi_6_0718_209_003_134_000_color.png,Rug,Rug,exact,single,hsi_6_0718_209_003,134
that table,The bright table sits in the corner by the couch.,"Hmm, since you have that couch, and if you're having the couch in the corner, you have a lamp there to have somewhere to store newspapers, right? Next to it. So you can have a read in your couch, maybe you should have to get something or you can. Maybe you have. No, I I like that table more the, the bright.",hsi_4_0717_222_003_76_000_color.png,corner4,SideTable_cb8929ce,exact,single,hsi_4_0717_222_003,76
the laptop,The laptop sits on a table near the couch.,"then maybe some ah accident happens and then you break some of uh the statues. So I I wouldn't do that. I I I think this is more of a static area in which, you don't want, nothing much to happen because it's more of a a place to actually eh l- take a look. But uh but yeah, I don't I don't know. I don't think uh I would put the laptop there.",hsi_7_0719_209_003_34_000_color.png,laptop,Laptop_c535f2bc,exact,single,hsi_7_0719_209_003,34
those keys,The keys are scattered on the carpet.,"because then I can watch out eh through the window. And and I like that one because I... I... I like to have a laptop because eh then I can... sit anywhere I want. I like to, sometimes I sit on the carpet here ah and sometimes, oh! God, I uh have to remember to move those keys because [laugh] I threw them everywhere. I forgot I threw them there.",hsi_5_0718_227_001_41_000_color.png,KeyChain_350e8f40,KeyChain_350e8f40,exact,single,hsi_5_0718_227_001,41
the green one,The green dog statue stands on the shelf.,"Yeah, it is there. Is it broken? Yes, what happened with it? Mhm. Okay. But how is the green one doing?",hsi_4_0717_222_002_13_000_color.png,Dog_Statue_1,Dog_Statue_1,exact,single,hsi_4_0717_222_002,13
the TV,"The TV serves as the focal point, drawing attention away from the nearby painting.","I mean, it's not about liking, I think it's about position. So I think these two fit really nicely together because they have the same style, the same framing, kind of. This one is a little bit off. So I would maybe move this one here. And then you have one focal point here with the TV. So because I think here you have a situation in which the paint is taking too much attention from the TV, and you want more directed attention there.",hsi_7_0719_222_004_63_002_color.png,painting,Television_f9d000b1,exact,single,hsi_7_0719_222_004,63
the blanket,The blanket drapes over the armchair.,"Yes, that o- that that is a little bit better, you know, towards the the look of the room. I think that is that is better. But also the couch, I think, um yeah, the brown, it's a little bit ah too plain for this room. Ah, the black one is better, and I think also if you can put some uh spots of color with the with the blanket and with the pillow and this kind of things, it would actually look better.",hsi_7_0719_210_002_7_001_color.png,ArmChairMesh,Blanket,exact,single,hsi_7_0719_210_002,7
the couch,The couch is placed facing the fireplace.,"Area for riding and stuff over there. And then this, yeah, I think maybe this big furniture would have to go over there. So there's desk. (Swedish under the breath) (in Swedish quietly) Ahh The bureau! Let's call it a bureau. It's not really but that's the name right now. So desk, bureau and the couch",hsi_4_0717_209_003_35_005_color.png,dresser,sofa,exact,single,hsi_4_0717_209_003,35
the television,The television is packed in a box.,"yeah I'll just I'll just take one of these, you know, these boxes and just put everything I think you don't need in like the phone, the credit card, the computer, maybe the television, the remote, obviously.",hsi_6_0718_211_002_164_003_color.png,box,Television_f5fb6360,exact,single,hsi_6_0718_211_002,164
the painting,The painting is placed where it reflects the other painting.,"Yeah Yeah, the dining table here. And then, let's see. Yes, so regularly we want to have the tv at the place where it's the most dark in the room. So, I think we should put the tv there,  the painting...Here. It makes a reflection to the other painting there.",hsi_3_0715_227_004_12_000_color.png,painting,Painting_14c2df0d,exact,single,hsi_3_0715_227_004,12
the card,The card lies next to the door.,"something next to door. And then ah just ah to leave things there. Cause yeah, that might be you might be right. Uh, there are a couple of things. But I was thinking of putting something to actually, um stand out, like a central piece. I mean, this is ah, the keys, of the apartment. And that is ah, the card, for the entrance, cause we have a BIP code.",hsi_7_0719_227_002_54_001_color.png,CreditCard_c655b727,CreditCard_c655b727,exact,single,hsi_7_0719_227_002,54
this lamp,The lamp sits prominently beside the sofas.,So I really like this lamp. It's a symbol because I have eh a daughter and I have two granddaughters. And I see this eh lamp as a... So I really like this lamp.,hsi_5_0718_222_002_71_000_color.png,Lamp,Lamp,exact,single,hsi_5_0718_222_002,71
this bench,The bench with drawers is beside the box.,"home, but not every week. Eh yes, I'm I'm doing some, so so that box, eh, I just eh took up that statue. Eh, so the statue was in that box, so I haven't removed it yet, so I forgot. Eh, and also you see the, this bench here.",hsi_5_0718_227_001_14_000_color.png,Drawers,Drawers,exact,single,hsi_5_0718_227_001,14
That credit card,The credit card lies on the counter.,I'll just be doing payment. That credit card over there should do nicely.,hsi_6_0718_209_003_179_000_color.png,CreditCard_5794fee0,CreditCard_5794fee0,exact,single,hsi_6_0718_209_003,179
the sofa,The sofa sits in the beautiful room.,"w- w- w- what did you have in mind? W- what's your... what turns you on like designer wise? Yeah. Yes, and and now you have [spn] like the the the desk there. Why why do you have a desk in this beautiful room? And and why do you have the sofa?",hsi_5_0718_209_003_4_003_color.png,Desk_204_1,Sofa_dcb895fb,exact,single,hsi_5_0718_209_003,4
the rug,The rug lies on the floor by the vintage furniture.,"to, uh One like, what, what is it like umm ? like a Oh, what's the word? I'm, I'm blanking. But like, you, you went, you went to a, a vintage furniture store with a a two-for-one deal, and you got that. And the rug.",hsi_6_0718_222_003_30_000_color.png,Rug,Rug,exact,single,hsi_6_0718_222_003,30
the table,The key chain lies on the table.,"Oh God. Why did you leave keys on the table? It's bad luck. Don't put keys on the table. It's very bad luck. Oh God, I can't look at them. You should keep them in your pocket or on a... Some... I don't know, by the door. You can't put them on the table!",hsi_4_0717_211_002_23_001_color.png,key chain,CoffeeTable_dd16dc6e,exact,single,hsi_4_0717_211_002,23
the carpet,The carpet lies on the floor in the middle of the room.,"What are you looking for? I am trying to make uh... an inspection here... and you're just playing. What is this? What is this? No, but you moved the carpet.",hsi_7_0719_211_004_74_000_color.png,Rug,Rug,exact,single,hsi_7_0719_211_004,74
the ceiling,The ceiling plants hang above the room.,"you don't need a remote control as you I understood it that you didn't want television no, so you can just, uh wherever you put the TV you put the remote control it's no problem Yes, oh, I love it. Now we're talking. So this could be really, we, we should do something about those plants in the ceiling.",hsi_5_0718_210_003_74_001_color.png,ceiling plant,Ceiling,exact,single,hsi_5_0718_210_003,74
a tripod,The tripod stands near the gaming laptop.,"It's kind of weird. It's kind of funky. You might have noticed it has like extendable legs, right? See that? And has like that little it's like a tripod.",hsi_6_0718_227_001_126_001_color.png,FloorLamp_014221fc,FloorLamp_014221fc,exact,single,hsi_6_0718_227_001,126
painting,The painting hangs on the wall near the vases.,And please replace the painting over there and the vases.,hsi_4_0717_211_002_45_000_color.png,WallPainting9,WallPainting9,exact,single,hsi_4_0717_211_002,45
Fireplace,The fireplace is located in the living room.,"But then after, you know, after a certain point, it just takes over your entire life. And then you become an interior designer. That one? Uhm OK, you can keep it. It just can't be in this room. Does that make sense? Yeah. ts Let's see. Next thing. aha Fireplace?",hsi_6_0718_209_003_75_000_color.png,Fireplace,Fireplace,exact,single,hsi_6_0718_209_003,75
this box,The box sits on the shelf.,"Yes, there's supposed to be another vase on top there. Did you break it? Oh, OK. Well, please replace it later, OK? What's this box?",hsi_4_0717_227_003_14_000_color.png,Box_c423d56d_2,box,exact,single,hsi_4_0717_227_003,14
a naked man,The statue of a naked man stands right behind you.,"And also I I, that is a gift from a friend, the statue right behind you, right in front of you. Well, it's a naked man",hsi_4_0717_210_001_35_001_color.png,StatueJacket1,StatueJacket1,exact,single,hsi_4_0717_210_001,35
Middle East,The Middle Eastern rug from Iraq lies on the floor.,"Yes eh and and eh, as you can see it's also it's it's like that eh jaguar eh and also that one and then it's eh like carpet it's a real carpet ah and eh what I mean by that is that it's eh an old antique carpet Eh from eh the Middle East eh from Iraq handmade eh and [laughter] this is what I could afford because this one eh if you if you want to buy a bigger one it's uh ten times the cost of this one. So I'm I'm into uh the Middle East and and also India, ah same as Europe, America. And and that's, I I I I think you can see, I think I've actually managed to make something ehm of it.",hsi_5_0718_222_002_52_000_color.png,Rug,Rug,exact,single,hsi_5_0718_222_002,52
outside,The window overlooks the garden outside.,"I love that. Yeah, I can, I can. I do sometimes when I have time. And the food is, you know, hot. I mean, no, the opposite. If I eat, you know, cold food, I can, I can go outside.",hsi_3_0715_227_001_31_000_color.png,window,window,exact,single,hsi_3_0715_227_001,31
a little watering can,A little watering can sits next to the plant.,"Yes, yeah, I have a plant. It's nice that I have a little water, a little watering can, you know, to go to the plant and go, do, do, do, do, do, do.",hsi_6_0718_209_001_142_001_color.png,HousePlant_8110ba59,WateringCan_76259cb4,exact,single,hsi_6_0718_209_001,142
desk,The white desk sits in the corner of the room.,"I'm like, that one, that one right there, the white one, I mean, that one also has to go, that one in the corner, but both of them, they got to go. Uh Because you can't like, having trash in your room suggests that, right, that like, you're trash. So it can't be here. uh Desk, no, got to go.",hsi_6_0718_209_003_51_000_color.png,Desk_204_1,Desk_204_1,exact,single,hsi_6_0718_209_003,51
a small one,A small statue sits on the table beneath the chandelier.,"It's not not a lot of clearance space here That's why I had to have a small little statue. I wanted a big one originally like this one the table see this old woman I Wanted a big one you know cause it was gonna be like, it was gonna be like you. I was going to pretend like it's a real person so I could feel better about myself. But the chandelier got in the way and I wasn't thinking so I had to get a small one.",hsi_6_0718_227_001_145_001_color.png,Statue_5f1e0f9c,Statue_5f1e0f9c,exact,single,hsi_6_0718_227_001,145
the fireplace,The fireplace is located opposite the sofa and chair.,"And one can be... the long one can be... the couch can be that way and then the Couch can be next to it. I think that would open up this space. Or actually, it would also be beautiful. To put the couch and chair. Facing the fireplace.",hsi_4_0717_209_003_19_000_color.png,sofa,fireplace,exact,single,hsi_4_0717_209_003,19
the remote control,The remote control lies on the coffee table.,"So what you could do is to eh Get rid of the big one [cough] and just use the small one Yeah, that should be really nice because then you have a... table but you don't have you ee- ah w- w- what I think is missing here is that if you... have someone over and you take a cup of coffee you have nowhere to put the the coffee cups. Ah. Yes, and we could have you... you could use eh that... s- uh hand up there and put that down there and then put everything in that. So... Uh, the remote control and the credit card and the keys... and you could also uh... yeah... and if you have a usb stick for your um computer or anything... so so that could be really...",hsi_5_0718_227_002_14_000_color.png,coffee table,RemoteControl_45eda945,exact,single,hsi_5_0718_227_002,14
the furniture,The furniture is arranged around the rug.,"Oh, okay, cool. So what... is this a thick book you're reading or what? This beautiful book. Thank you. I think it works very well there. Looks good with the rug. But this is a bit... I mean, before you leave, please put the furniture back in order and these pillows, they're just lying around.",hsi_4_0717_222_002_35_000_color.png,furniture,Sofa_f3c3f4ca,exact,single,hsi_4_0717_222_002,35
the painting,The painting is placed near the lamps., the painting...Here. It makes a reflection to the other painting there. It's a bit pity to put the lamps so close to the painting.,hsi_3_0715_227_004_13_001_color.png,painting,Painting_6fe2c2f8,exact,single,hsi_3_0715_227_004,13
an original panda,The original panda teddy bear is from Hong Kong.,"Did you break... the panda? Yeah, look! It looks like the the arm is stitched. No, it was... it's an original panda from Hong Kong.",hsi_7_0719_211_004_12_001_color.png,Teddy_Bear_2,Teddy_Bear_2,exact,single,hsi_7_0719_211_004,12
fireplace,The fireplace stands against the wall with vases on top.,"And maybe have like flowers or something, on top of the The fireplace. maybe like the vases maybe they could be on top of the fireplace and have like fresh flowers in them.",hsi_4_0717_209_003_55_000_color.png,fireplace,fireplace,exact,single,hsi_4_0717_209_003,55
couch,The couch sits next to Mr. Fluffaluffagus.,"New apartment, new iPhone, you see that? It's the iPhone, uh, iPhone twenty eighty. Yeah, yeah, yeah, it's, uh, from the future. It's pretty, pretty nice, pretty nice. Yeah, I'm still, don't, don't mind these boxes here. Yeah, because I'm still, I'm still moving in. Um... Yeah, yeah, yeah. Uh... Sit down next, you can sit, you can sit, you can take a seat on my couch next to Mr. Fluffaluffagus.",hsi_6_0718_211_001_8_001_color.png,Teddy_Bear_1,Sofa_b5c02446,exact,single,hsi_6_0718_211_001,8
this place,The room is well-organized and efficiently utilized.,"Yeah, so what do you think? I really think I've made the best out of this place actually.",hsi_5_0718_210_001_1_000_color.png,room,room,exact,single,hsi_5_0718_210_001,1
the lamp,The lamp stands beside the couch.,"I mean, because, you know, you know you know what's happening. ah Let's see. What else? ah yeah, I think, I think that's reasonable Anything else that, uh, you have like qualms about in this room oh, yeah, the lamp",hsi_6_0718_211_002_173_000_color.png,FloorLamp_75348c2c,FloorLamp_75348c2c,exact,single,hsi_6_0718_211_002,173
a plant,A plant sits on the small side table.,"like all in a row. It was? okay, then I'm sorry. Well. You succeeded with your intention then. But if I were to suggest something, it would be to loosen it up a little bit. And also this small table with a plant.",hsi_4_0717_209_003_65_001_color.png,side table,plant,exact,single,hsi_4_0717_209_003,65
that little cushion,The little cushion sits on the armchair.,"your armchair and that's the only chair or you don't have any sofa or anything and we just just have things like that little cushion there or even, uh, the sack of bags",hsi_5_0718_210_003_45_001_color.png,ArmChairMesh,Ottoman_ad8e5df5,exact,single,hsi_5_0718_210_003,45
a free space,The wall cabinet is in the corner next to the dining room table.,"there's a lot of these white cupboards. I think maybe there's one too many because there's one over there as well. So I'm thinking, no, but I think maybe you should get rid of that one, the one in the corner, the white cupboard, and you move that art you divide it into the other ones. So next to the dining room table, it's a free space.",hsi_4_0717_227_002_25_001_color.png,wall cabinet,WallCabinet,exact,single,hsi_4_0717_227_002,25
TV,The TV is placed in the living room.,"flea markets, so I can eh The Arabian Nights, Sherlock Holmes, and also that old magazine there. and eh So, so I can give it to them. So if leave they can do anything. eh I noticed that, uh, did you watch TV a lot?",hsi_5_0718_222_003_79_000_color.png,Television_f9d000b1,Television_f9d000b1,exact,single,hsi_5_0718_222_003,79
that blue one,The blue pillow sits awkwardly on the couch.,"The pillows. Well, that blue one looks a bit odd.",hsi_4_0717_227_002_8_000_color.png,pillow,pillow_20,exact,single,hsi_4_0717_227_002,8
the desk,The desk is near the garbage can.,"Yeah, that one is it's better, but that one is just for paper because it's close to the desk. So I would only use it ah whenever I'm working. So I use the desk and it's for paper.",hsi_7_0719_209_001_16_001_color.png,garbageCan1,Desk_204_1,exact,single,hsi_7_0719_209_001,16
this lamp,The lamp stands near the TV.,"And we should have, so, if you have the TV here, you should have the coach like, like there. Eh, it will be be-beautiful with this lamp.",hsi_3_0715_227_004_20_000_color.png,television,Chandelier,exact,single,hsi_3_0715_227_004,20
the lamp,The lamp stands beside the armchair.,"Yep. Yes, I will try. Let's see here. So we have couch. We have sofa table TV. Another and a chair, those go really good together, the lamp and the armchair, I think they should be.",hsi_4_0717_211_003_3_002_color.png,Sofa_b5c02446,FloorLamp_75348c2c,exact,single,hsi_4_0717_211_003,3
the garbage,The garbage can is hidden behind the couch.,"there, that's fine. And eh, then we just move the the TV table, you know? So we move it... Yep, towards there. And we have to put up the painting a little bit higher, so it doesn't it's become too close to the table. Yeah. And we need to hide the garbage somewhere. You know you can't ha-have, it's really not beautiful.",hsi_3_0715_227_004_67_000_color.png,GarbageCan_767f2305,GarbageCan_767f2305,exact,single,hsi_3_0715_227_004,67
paper bin,The large paper bin stands near the window.,"me. I wanted the room to describe me as a person. I'm structured if you can't think that when I just throw my phone and things like that, but I'm, I'm very structured and But I have a very vivid fantasy And that's also because I don't know what you think about that paper bin because it's really big.",hsi_5_0718_211_002_48_001_color.png,GarbageCan_133fd689,GarbageCan_133fd689,exact,single,hsi_5_0718_211_002,48
armchair,The armchair is positioned near the computer.,"no television, no... But I see you have the computer, so it's all right to bring a computer but not have a computer. because what you could do, when you say it like that, you could make this an amazing room if we, like for instance, have this one your armchair",hsi_5_0718_210_003_43_000_color.png,ArmChairMesh,ArmChairMesh,exact,single,hsi_5_0718_210_003,43
the big one,The big coffee table sits in the center of the room.,"Yes, do you want, would you want a new table or do you want to move it or Yeah. So what you could do is to eh Get rid of the big one [cough] and just use the small one",hsi_5_0718_227_002_10_000_color.png,coffee table,CoffeeTable_0fe3d662,exact,single,hsi_5_0718_227_002,10
table,The small side table with a drawer sits near the door.,"Yeah but I think the keys are are better to have them close to the door so maybe you can put a small table here, like, like th- that one maybe move it here and then you can just keep the keys and things in that corner I... Tha- the statue? No not that not that table the table the the small one here with the drawer, because you can open the drawer and put things there inside as well. So I think that that might work. Of course the computer I don't... Do you keep it there normally? No, no, hundred percent, but I think maybe then eh that is not the best eh table to keep the the computer.",hsi_7_0719_222_004_29_000_color.png,SideTable_ecd457fe,SideTable_ecd457fe,exact,single,hsi_7_0719_222_004,29
Mr. Fluffaluffagus,Mr. Fluffaluffagus sits on the couch.,"New apartment, new iPhone, you see that? It's the iPhone, uh, iPhone twenty eighty. Yeah, yeah, yeah, it's, uh, from the future. It's pretty, pretty nice, pretty nice. Yeah, I'm still, don't, don't mind these boxes here. Yeah, because I'm still, I'm still moving in. Um... Yeah, yeah, yeah. Uh... Sit down next, you can sit, you can sit, you can take a seat on my couch next to Mr. Fluffaluffagus.",hsi_6_0718_211_001_8_002_color.png,Teddy_Bear_1,Teddy_Bear_1,exact,single,hsi_6_0718_211_001,8
Sherlock Holmes,The Sherlock Holmes book lies on the bedside table.,This is my my bedtime reading here. I got Arabian Nights. I like reading. I also have a Sherlock Holmes,hsi_6_0718_222_001_67_000_color.png,book,Book_28,exact,single,hsi_6_0718_222_001,67
the table,"The chandelier hangs above the table, serving as the room's focal point.","Yeah yeah yeah this is uh this is antique and uh yeah I... I got it, I got it from uh my dad's family, my grandma from my dad's side and then uh it was really nice cause um it's it's... quite unique piece. I haven't seen it in ah other places and I think it gives really... a really nice touch to the room and also it's like the center or the focus of attention from the table cause it gives like, uh, yeah, like a central point and a focus.",hsi_7_0719_227_002_95_002_color.png,Chandelier,DiningTable_d80cf940,exact,single,hsi_7_0719_227_002,95
the chandelier,The chandelier hangs in the center of the wall.,"and have you seen my super big painting What's a mistake? no, it's it's eh they're from the same collection maybe I should put them next to each other instead so you can see, maybe they should be on that wall and just be like next to each other maybe on one on eah side of the chandelier",hsi_4_0717_227_004_17_001_color.png,painting,Chandelier,exact,single,hsi_4_0717_227_004,17
this table,The coffee table sits near the reading area.,"I think that that can also work. But maybe that table there, the one with box, I think uh that is not really functional. Um... Maybe I... I would just take it out and move this lamp, there. So you have more of a cozy environment. Yeah, I think that table should go away. Yeah, I think that that could work and and this table um I mean, I don't know if it's actual f- actually functional for you but um",hsi_7_0719_222_004_20_001_color.png,CoffeeTable_55f895de,CoffeeTable_55f895de,exact,single,hsi_7_0719_222_004,20
a sofa,The sofa sits near the window in the small room.,"And that also opens up for the window and then this pss table, I just think maybe get rid of that big table. Cause it's too big for this room because it's a sofa table, right? But it's too big of a sofa table for such a small space.",hsi_4_0717_209_003_37_002_color.png,coffee table,sofa,exact,single,hsi_4_0717_209_003,37
screen,The larger screen sits next to the monitor and computer.,"I just I just Yeah, I have a remote job, at least so I can, you can see over there at my, my monitor and my computer, I can't connect them. But like I just like sometimes when I'm doing work on my laptop, I imagine it's on my Uhm. My, my larger screen over there.",hsi_6_0718_209_001_36_000_color.png,Laptop_c535f2bc,Desktop_316_Master,exact,single,hsi_6_0718_209_001,36
the vase,The black vase sits on the shelf.,Yes and eh ff I see this is a challenge because eh there are so many things built in that you can't remove actually like uh yeah well of course eh like that thing there so... and I think you've done A great thing by putting those but I would... y- you see the vase there? Uh it... It's a bit too uh,hsi_5_0718_227_002_1_000_color.png,black vase,black vase,exact,single,hsi_5_0718_227_002,1
the smaller plants,The smaller plants sit next to the big palm tree.,"Keep the plant over there because it, it will be nice. Oh, I know, uh, sorry the big plants. The big palm tree. Uh, well actually, you can put that next to the other plant, the smaller plants, so you have them next to each other. That will be nice. And so, the couch goes over there recycling bin place it somewhere else, like maybe kitchen or something. Because right now, it looks misplaced.",hsi_4_0717_211_003_29_002_color.png,HousePlant1Large_2,HousePlant_0db093fe,exact,single,hsi_4_0717_211_003,29
a smaller table,A smaller table sits in the dining room with four chairs.,"I think this size is big, maybe for the room, you're right, maybe it's not big enough. But maybe you can actually, um. Yeah, maybe you can put a projector directly and just work with that. Chairs. Um I... then maybe y- you could pick a smaller table and then just with four chairs.",hsi_7_0719_227_003_51_000_color.png,DiningTable_d80cf940,DiningTable_d80cf940,exact,single,hsi_7_0719_227_003,51
the painting,The painting hangs on the wall near the chair.,"Uh... So it was the same problem with it. You uh you did the same cleaning, right, with the other painting? Oh. Okay. Uh I will see with the insurance if uh if it covers because there it's... [breath] yeah you know it's destroyed the painting is destroyed.",hsi_3_0715_227_003_42_001_color.png,Painting_6fe2c2f8,Painting_6fe2c2f8,exact,single,hsi_3_0715_227_003,42
the TV,The TV is near the desk.,"The desk. Eh I I thought we agreed on that you would take that out, because you do you have a- another room you can have it in? Yeah, be- because it's eh you should never work-... this should be a place for you [smack] to eh contemplate and and have silence, and... But now you want the TV eh and you have the laptop, of course, so so you don't really need a working place like that.",hsi_5_0718_209_003_21_000_color.png,Desk_204_1,Television_002818f8,exact,single,hsi_5_0718_209_003,21
painting,The neoclassic abstract painting hangs on the wall.,"and and everything is uh, everything is really, really expensive. Uh even the sculptures there. Uh yeah they are from really really, um, renowned artists. And uh, I mean, not to brag but they are really expensive. Yeah of course. I mean, that painting is, ah neoclassic and it's uh really abstract.",hsi_7_0719_227_002_10_000_color.png,Painting_6fe2c2f8,Painting_6fe2c2f8,exact,single,hsi_7_0719_227_002,10
watering thing,The watering can sits on the table.,"No, I just have that one because it's ehm... [smack] that one doesn't eh care eh need much care eh because I forget to water... I I don't know why I have the water eh w- water there, eh but you know, it's... it should be on the table, but eh maybe it's because... because I read somewhere that you should have the water in the the water... watering thing eh to to get the...",hsi_5_0718_209_001_57_000_color.png,HousePlant_8110ba59,watering can,exact,single,hsi_5_0718_209_001,57
that ottoman,"The ottoman sits in the room, salvaged from the dump.","I, I didn't actually buy it I, I, I went to the dump and I found it and I cleaned it off because if you go if you go to those. Those, those, those big supermarket chains, and you go to buy furniture, the government is going to get you. And you're not going to like it. No, no, no, no, no. So that ottoman there, that's from the dump.",hsi_6_0718_210_001_74_000_color.png,Ottoman_ad8e5df5,Ottoman_ad8e5df5,exact,single,hsi_6_0718_210_001,74
TV,The TV is near the window.,"And then I could have, but I... I don't know where I should have the the TV then. But on the other hand, I I don't look much at TV and... [smack] the window could be my TV because there are a lot of eh deers outside and the um it's...",hsi_5_0718_209_001_53_000_color.png,Television_002818f8,Television_002818f8,exact,single,hsi_5_0718_209_001,53
your desk,The desk with a drawer is in the room.,"Yeah. Well, I think you can buy make this to a very light and beautiful and cozy room at the same time. You have a drawer in your desk.",hsi_4_0717_222_003_72_001_color.png,room,SideTable_ecd457fe,exact,single,hsi_4_0717_222_003,72
TV,The TV is placed on the dresser.,"then maybe you should you should change this this furniture so you have a, a, a longer one because if you have a big TV and have just one it will be strange",hsi_3_0715_210_011_24_001_color.png,Dresser_05cb66e0,Television_01800a8c,exact,single,hsi_3_0715_210_011,24
laptop,The laptop sits on the desk near the monitor.,"I just I just Yeah, I have a remote job, at least so I can, you can see over there at my, my monitor and my computer, I can't connect them. But like I just like sometimes when I'm doing work on my laptop, I imagine it's on my",hsi_6_0718_209_001_34_000_color.png,Laptop_c535f2bc,Laptop_c535f2bc,exact,single,hsi_6_0718_209_001,34
this window,The window offers a view of the beautiful streets of Paris.,"so. at some point. Uh yeah. Yeah, yeah, yeah. So this is for my new, uh s- see this guy here, that red one? That's for my Cybertruck, yeah. Uh uh... Outside, you can see out this window, right? We're on the beautiful streets of Paris.",hsi_6_0718_211_001_24_000_color.png,Window_4c44c73f,Window_4c44c73f,exact,single,hsi_6_0718_211_001,24
a palm tree,A palm tree stands inside the room.,"you might have you or your dog might eaten it and have replaced it with whatever this monstrosity is, this little baby monstrosity. Because it it used to be like uh like a big big flower thingy. And now it's like, what is this, like a palm tree? Yes, it's a palm tree. It's a palm tree inside.",hsi_6_0718_210_002_137_001_color.png,TropicalPlantLarge (2),TropicalPlantLarge (2),exact,single,hsi_6_0718_210_002,137
the waste bin,The waste bin sits beside the table.,"See, I have the light and I can have my book and there's a table so I can have like eh eh a cup of tea or some wine and I can read something. Yeah, that might be true, though, but then I can use one of the pillows. Yeah. I don't know about the waste bin over there.",hsi_4_0717_210_001_67_000_color.png,GarbageCan_43439bc1,GarbageCan_43439bc1,exact,single,hsi_4_0717_210_001,67
